PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1144788,86522,65,"ARAMARK SERVICES, INC.",CAPITAL ONE CAFE,09/04/2020,05/31/2021,09/03/2020,1465 E 53RD ST,1465,1465,E,53RD,ST,CHICAGO,,60615,5,24,5-24,2,41.79943294,-87.589237995,"(41.79943293964355, -87.58923799532896)"
1144799,379594,1,806 WEST RANDOLPH LLC,LONE WOLF,07/01/2020,05/31/2021,06/30/2020,806 W RANDOLPH ST,806,806,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884511813,-87.647760519,"(41.884511813325, -87.64776051854923)"
1144800,23392,1,"1801 DIVISION, INC.",MAC'S AMERICAN FOOD,06/01/2020,05/31/2021,05/26/2020,1801 W DIVISION ST,1801,1801,W,DIVISION,ST,CHICAGO,IL,60622,1,3,1-3,12,41.903156154,-87.672422319,"(41.90315615397302, -87.67242231949352)"
1144801,88619,2,"RAMBUTAN, LLC",PUB ROYALE,06/16/2020,05/31/2021,06/15/2020,2049 W DIVISION ST,2049,2049,W,DIVISION,ST,CHICAGO,IL,60622,1,3,1-3,12,41.903045578,-87.679195114,"(41.903045577773014, -87.67919511353082)"
1144802,393388,1,2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,06/16/2020,05/31/2021,06/15/2020,2450 N MILWAUKEE AVE,2450,2450,N,MILWAUKEE,AVE,CHICAGO,IL,60647,1,30,1-30,14,41.92576419,-87.702246015,"(41.92576418992568, -87.70224601480747)"
1144803,382152,1,THE QUEEN MARY LLC,THE QUEEN MARY,07/09/2020,05/31/2021,06/15/2020,2125 W DIVISION ST,2125,2125,W,DIVISION,ST,CHICAGO,IL,60622,2,12,2-12,12,41.903019956,-87.680727345,"(41.90301995592609, -87.6807273446013)"
1144805,386252,1,"HOLIDAY BAR GROUP, INC.",HOLIDAY CLUB,06/01/2020,05/31/2021,05/30/2020,4000 N SHERIDAN RD,4000,4000,N,SHERIDAN,RD,CHICAGO,IL,60613,46,27,46-27,19,41.954532689,-87.654693025,"(41.95453268893165, -87.65469302487033)"
1144812,405100,1,VICTORY PIZZA CHICAGO LLC,ARMAND'S VICTORY TAP,06/11/2020,05/31/2021,06/11/2020,1416 S MICHIGAN AVE,1416,1416,S,MICHIGAN,AVE,CHICAGO,IL,60605,3,40,3-40,1,41.863577523,-87.624215119,"(41.8635775226249, -87.62421511881877)"
1144817,65004,23,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,10/19/2020,542 S DEARBORN ST,542,542,S,DEARBORN,ST,CHICAGO,IL,60605,4,49,4-49,1,41.874861998,-87.629363045,"(41.87486199770747, -87.62936304459032)"
1144818,262079,1,"MARGE'S STILL, INC.",MARGE'S STILL,07/01/2020,05/31/2021,06/26/2020,1758 N SEDGWICK ST,1758,1758,N,SEDGWICK,ST,CHICAGO,IL,60614,43,23,43-23,18,41.914680613,-87.638850122,"(41.91468061339467, -87.63885012170836)"
1144819,9207,5,"UNCOMMON GROUND, INC.",UNCOMMON GROUND,06/01/2020,05/31/2021,06/01/2020,3800-04 N CLARK ST,3800,3800-04,N,CLARK,ST,CHICAGO,IL,60613,44,50,44-50,19,41.951064053,-87.659795128,"(41.951064053085005, -87.65979512802838)"
1144820,349623,2,"FLO AND SANTO, LLC",FLO & SANTO,06/04/2020,05/31/2021,05/29/2020,1310 S WABASH AVE,1310,1310,S,WABASH,AVE,CHICAGO,IL,60605,3,55,3-55,1,41.865399757,-87.62593557,"(41.86539975663988, -87.62593556962943)"
1144822,5466,2,"BIG CHICKS, INC.",TWEET,06/09/2020,05/31/2021,06/08/2020,5020 N SHERIDAN RD,5020,5020,N,SHERIDAN,RD,CHICAGO,IL,60640,48,40,48-40,20,41.973950993,-87.655091689,"(41.97395099252853, -87.65509168924237)"
1144823,5466,1,"BIG CHICKS, INC.","BIG CHICKS, INC.",06/30/2020,05/31/2021,06/08/2020,5024 N SHERIDAN RD,5024,5024,N,SHERIDAN,RD,CHICAGO,IL,60640,48,40,48-40,20,41.974069119,-87.655094492,"(41.97406911941592, -87.6550944919287)"
1144824,358039,2,"PIZZA PETE, LLC",PETE'S PIZZA & BAKEHOUSE,06/23/2020,05/31/2021,06/08/2020,1100 W GRANVILLE AVE,1100,1100,W,GRANVILLE,AVE,CHICAGO,IL,60660,48,32,48-32,24,41.994685201,-87.658398132,"(41.9946852005163, -87.65839813231939)"
1144826,210736,1,"RAS DASHEN ETHIOPIAN RESTAURANT, INC.",RAS DASHEN ETHIOPIAN RESTAURANT INC,06/05/2020,05/31/2021,06/05/2020,5844-5846 N BROADWAY,5844,5844-5846,N,BROADWAY,,CHICAGO,IL,60660,48,48,48-48,20,41.98832593,-87.660360363,"(41.98832592952939, -87.66036036329757)"
1144827,412174,1,"Edge of Sweetness, LLC",Edge of Sweetness,06/11/2020,05/31/2021,06/11/2020,6034 N BROADWAY,6034,6034,N,BROADWAY,,CHICAGO,IL,60660,48,51,48-51,24,41.991842882,-87.660471421,"(41.99184288216862, -87.66047142116385)"
1144828,323988,1,"ROCHAMBEAU, LLC",BIG JONES,08/28/2020,05/31/2021,08/28/2020,5347 N CLARK ST,5347,5347,N,CLARK,ST,CHICAGO,,60640,48,10,48-10,20,41.979414483,-87.668143281,"(41.9794144832459, -87.66814328059407)"
1144835,290302,1,3811 SOUTHPORT LLC,WRIGLEYVILLE DAIRY QUEEN,06/17/2020,05/31/2021,06/09/2020,3811 N SOUTHPORT AVE,3811,3811,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,25,44-25,19,41.951112529,-87.663982089,"(41.95111252904561, -87.66398208917064)"
1144836,344481,1,"CIAO NAPOLI PIZZERIA, INC.",RENO,06/01/2020,05/31/2021,05/29/2020,2607 N MILWAUKEE AVE,2607,2607,N,MILWAUKEE,AVE,CHICAGO,IL,60647,32,7,32-7,14,41.929110009,-87.707238997,"(41.929110009263226, -87.70723899728986)"
1144837,355752,1,"GOLD BUG ENTERPRISES, LLC",WEBSTER'S,06/29/2020,05/31/2021,06/27/2020,2601-2603 N MILWAUKEE AVE,2601,2601-2603,N,MILWAUKEE,AVE,CHICAGO,IL,60647,32,7,32-7,14,41.928849099,-87.706817213,"(41.92884909944806, -87.7068172134966)"
1144844,370202,4,"PUSSYTAILS, INC.",WOOD,07/17/2020,05/31/2021,06/24/2020,3335 N HALSTED ST,3335,3335,N,HALSTED,ST,CHICAGO,IL,60657,44,33,44-33,19,41.942819898,-87.649214169,"(41.942819898362366, -87.64921416892889)"
1144845,397287,1,"4500 NORTH LINCOLN, LLC",GIDEON WELLES,06/04/2020,05/31/2021,06/01/2020,4500 N LINCOLN AVE,4500,4500,N,LINCOLN,AVE,CHICAGO,IL,60625,47,42,47-42,19,41.963228402,-87.685190443,"(41.96322840151295, -87.6851904429567)"
1144846,416101,1,KNEAD GREAT PIZZA COMPANY,KNEAD,07/13/2020,05/31/2021,07/13/2020,2101 W NORTH AVE,2101,2101,W,NORTH,AVE,CHICAGO,,60647,2,15,2-15,14,41.910327528,-87.680100149,"(41.91032752819375, -87.68010014882042)"
1144847,412281,1,"WOLCOTT TAP, INC.",WOLCOTT TAP,06/11/2020,05/31/2021,06/10/2020,1834 W MONTROSE AVE,1834,1834,W,MONTROSE,AVE,CHICAGO,,60613,47,5,47-5,19,41.96160567,-87.675966767,"(41.961605669949854, -87.67596676683779)"
1144849,317095,1,"C.M. SPINA, INC.",The Aberdeen Tap,06/09/2020,05/31/2021,06/09/2020,440 N ABERDEEN ST,440,440,N,ABERDEEN,ST,CHICAGO,IL,60642,27,18,27-18,12,41.890068209,-87.654747049,"(41.89006820850148, -87.6547470485182)"
1144853,204707,3,"SERUMIDO, LTD.",SPACCANAPOLI,06/02/2020,05/31/2021,06/02/2020,1769 W SUNNYSIDE AVE,1769,1769,W,SUNNYSIDE,AVE,CHICAGO,IL,60640,47,5,47-5,19,41.963245267,-87.673614188,"(41.963245266688084, -87.67361418778216)"
1144857,336518,1,"ROOTSTOCK WINE & BEER BAR, LLC",ROOTSTOCK WINE & BEER BAR,08/27/2020,05/31/2021,08/27/2020,954 N CALIFORNIA AVE,954,954,N,CALIFORNIA,AVE,CHICAGO,IL,60622,26,48,26-48,12,41.899099712,-87.696933299,"(41.89909971202615, -87.69693329902871)"
1144858,277997,1,"DOWNTOWN ENTERTAINMENT, LLC",HQ BEERCADE II,06/18/2020,05/31/2021,06/18/2020,213 W INSTITUTE PL,213,213,W,INSTITUTE,PL,CHICAGO,IL,60610,27,28,27-28,18,41.897303739,-87.634804168,"(41.8973037387733, -87.63480416772768)"
1144859,359684,1,"BHB & CAFE MANAGEMENT COMPANY, LLC.",WEST TOWN BAKERY & DINER,06/05/2020,05/31/2021,06/03/2020,1916-1920 W CHICAGO AVE,1916,1916-1920,W,CHICAGO,AVE,CHICAGO,IL,60622,1,46,1-46,12,41.896048722,-87.675351235,"(41.89604872173419, -87.67535123458872)"
1144860,3085,1,JAKE'S PUP IN THE RUF INC,JAKE'S PUP IN THE RUF INC,07/08/2020,05/31/2021,07/02/2020,4401 N SHERIDAN RD,4401,4401,N,SHERIDAN,RD,CHICAGO,IL,60640,46,47,46-47,19,41.961824921,-87.654601961,"(41.96182492146229, -87.65460196059529)"
1144861,326047,3,"CITY PROVISIONS, LLC",CITY PROVISIONS CATERING AND EVENTS,06/09/2020,05/31/2021,06/08/2020,1816-20 W WILSON AVE,1816,1816-20,W,WILSON,AVE,CHICAGO,IL,60640,47,36,47-36,19,41.965258595,-87.6753727,"(41.96525859487773, -87.67537270043624)"
1144863,208512,1,"NORTH STAR RESTAURANT, INC.","NORTH STAR RESTAURANT, INC.",06/11/2020,05/31/2021,06/11/2020,6246 N WESTERN AVE,6246,6246,N,WESTERN,AVE,CHICAGO,IL,60659,50,8,50-8,24,41.995479207,-87.689956626,"(41.99547920706865, -87.68995662627663)"
1144865,359406,1,"RICCARDO ENOTECA, LLC",RICCARDO ENOTECA,07/01/2020,05/31/2021,06/25/2020,2116 N CLARK ST,2116,2116,N,CLARK,ST,CHICAGO,IL,60614,43,8,43-8,18,41.920616813,-87.63763126,"(41.9206168128766, -87.63763126009027)"
1144867,5310,1,MARY ZIAMPARAS,GEORGE'S HOT DOGS,08/12/2020,05/31/2021,08/08/2020,1876 N DAMEN AVE,1876,1876,N,DAMEN,AVE,CHICAGO,IL,60647,32,4,32-4,14,41.91595533,-87.677727797,"(41.91595533037147, -87.6777277973711)"
1144868,251661,1,TAAC CORP.,TUMANS,07/31/2020,05/31/2021,07/20/2020,2159 W CHICAGO AVE,2159,2159,W,CHICAGO,AVE,CHICAGO,IL,60622,1,11,1-11,12,41.89571957,-87.68182312,"(41.8957195700408, -87.68182311956286)"
1144870,399924,2,"VPC RUSH STREET PIZZA, LLC",GIORDANO'S ON RUSH,06/05/2020,05/31/2021,06/05/2020,730-740 N RUSH ST,730,730-740,N,RUSH,ST,CHICAGO,IL,60611,42,19,42-19,18,41.895769847,-87.625628559,"(41.89576984662454, -87.62562855938958)"
1144872,289871,1,ALHAMBRA PALACE RESTAURANT LLC,ALHAMBRA PALACE RESTAURANT,07/13/2020,05/31/2021,06/26/2020,1240 W RANDOLPH ST,1240,1240,W,RANDOLPH,ST,CHICAGO,IL,60607,27,33,27-33,12,41.884327802,-87.658457243,"(41.884327801685764, -87.65845724300314)"
1144873,428006,2,DONER EXPRESS LLC,CAFE ISTANBUL,09/29/2020,05/31/2021,06/15/2020,2014 W DIVISION ST,2014,2014,W,DIVISION,ST,CHICAGO,,60622,1,5,1-5,14,41.903289142,-87.677914096,"(41.903289141646646, -87.67791409556975)"
1144876,388050,1,"BAR SIENA, LLC",BAR SIENA,06/04/2020,05/31/2021,06/02/2020,832 W RANDOLPH ST,832,832,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884496686,-87.648665508,"(41.884496686293886, -87.64866550824529)"
1144880,294900,4,"PIE CAFE, LLC",Pie cafe,06/01/2020,05/31/2021,05/29/2020,5357 N ASHLAND AVE,5357,5357,N,ASHLAND,AVE,CHICAGO,,60640,40,26,40-26,20,41.979717097,-87.669564918,"(41.979717096739535, -87.66956491822631)"
1144881,294900,3,"PIE CAFE, LLC","Pie Cafe, LLC",06/18/2020,05/31/2021,05/29/2020,4664 N MANOR AVE,4664,4664,N,MANOR,AVE,CHICAGO,IL,60625,33,7,33-7,17,41.966157929,-87.701205631,"(41.966157928904785, -87.70120563065224)"
1144894,289180,2,"PIZZA RUSTICA, INC.",PR ITALIAN BISTRO,06/03/2020,05/31/2021,06/03/2020,3908-3910 N SHERIDAN RD,3908,3908-3910,N,SHERIDAN,RD,CHICAGO,IL,,46,,46-,,41.952964418,-87.654646694,"(41.95296441761877, -87.65464669411456)"
1144895,204868,1,"CARUSO'S, L.L.C.",THE WINDSOR,07/02/2020,05/31/2021,07/01/2020,4530 N MILWAUKEE AVE,4530,4530,N,MILWAUKEE,AVE,CHICAGO,IL,60630,45,25,45-25,16,41.963158817,-87.756842432,"(41.96315881688357, -87.75684243172473)"
1144896,64451,1,"CONGRESS PLAZA HOTEL, LLC",THE CONGRESS HOTEL,05/29/2020,05/31/2021,05/21/2020,520 S MICHIGAN AVE,520,520,S,MICHIGAN,AVE,CHICAGO,IL,60605,42,49,42-49,1,41.875259826,-87.624396674,"(41.87525982581901, -87.6243966738356)"
1144897,16167,2,SOUP BOX INC,Soupbox,06/17/2020,05/31/2021,05/29/2020,2943 N BROADWAY,2943,2943,N,BROADWAY,,CHICAGO,IL,60657,44,23,44-23,19,41.936191259,-87.644119265,"(41.936191258669915, -87.64411926480847)"
1144898,14172,1,"LIZZIE MCNEILL'S, INC.",LIZZIE MC NEILLS,07/22/2020,05/31/2021,07/02/2020,400 N MCCLURG CT,400,400,N,MCCLURG,CT,CHICAGO,IL,60611,42,54,42-54,18,41.889118473,-87.617754877,"(41.88911847301037, -87.61775487651728)"
1144899,222699,1,"VLO INVESTMENTS, INC.",FLOYD'S PUB,07/22/2020,05/31/2021,07/22/2020,1944 N OAKLEY AVE,1944,1944,N,OAKLEY,AVE,CHICAGO,IL,60647,32,14,32-14,14,41.917458568,-87.685102641,"(41.917458568356686, -87.6851026411648)"
1144901,271886,3,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE / ALL RISE BREWING CO.,07/02/2020,05/31/2021,07/01/2020,235 N ASHLAND AVE,235,235,N,ASHLAND,AVE,CHICAGO,IL,60607,27,33,27-33,12,41.886491383,-87.666864575,"(41.88649138251822, -87.6668645750203)"
1144904,369667,1,GOMEZ RESTAURANT LLC,DON PEPE,06/29/2020,05/31/2021,06/25/2020,3616 W 26TH ST,3616,3616,W,26TH,ST,CHICAGO,IL,60623,22,13,22-13,10,41.844483527,-87.715584536,"(41.844483527070835, -87.71558453559561)"
1144910,398484,1,AMDB RESTAURANT INC,WILLOW ROOM,07/28/2020,05/31/2021,06/30/2020,1800 N HALSTED ST,1800,1800,N,HALSTED,ST,CHICAGO,IL,60614,43,3,43-3,18,41.913934603,-87.648510722,"(41.91393460298027, -87.64851072187996)"
1144911,331116,1,"SIT DOWN, INC.",THE SIT DOWN,06/01/2020,05/31/2021,05/29/2020,1312 E 53RD ST,1312,1312,E,53RD,ST,CHICAGO,IL,60615,4,1,4-1,2,41.799589605,-87.594447823,"(41.79958960469768, -87.59444782270101)"
1144912,392906,11,"FOXTROT VENTURES, INCORPORATED",FOXTROT MARKET,05/29/2020,05/31/2021,05/29/2020,1562 N WELLS ST,1562,1562,N,WELLS,ST,CHICAGO,,60610,27,46,27-46,18,41.910949421,-87.634851303,"(41.91094942148233, -87.63485130313555)"
1144914,392906,2,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/29/2020,05/31/2021,05/29/2020,1019 W LAKE ST,1019,1019,W,LAKE,ST,CHICAGO,IL,60607,27,57,27-57,12,41.885458941,-87.652981553,"(41.88545894059186, -87.6529815530546)"
1144915,392906,3,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,06/18/2020,05/31/2021,05/29/2020,900 - 902 W ARMITAGE AVE,900,900 - 902,W,ARMITAGE,AVE,CHICAGO,,60614,43,11,43-11,18,41.91825205,-87.651001568,"(41.91825204962904, -87.65100156848021)"
1144916,391781,1,"ROOTS LAWRENCE, LLC",ROOTS HANDMADE PIZZA - LINCOLN SQUARE/ THE SIXTH QUALITY SPIRITS,07/28/2020,05/31/2021,06/03/2020,2200 W LAWRENCE AVE,2200,2200,W,LAWRENCE,AVE,CHICAGO,IL,60625,47,20,47-20,20,41.968793622,-87.684104896,"(41.96879362246842, -87.68410489612832)"
1144920,415062,1,"INNJOY DRINK AND EAT, INC.",INNJOY,06/16/2020,05/31/2021,06/15/2020,2051 W DIVISION ST,2051,2051,W,DIVISION,ST,CHICAGO,IL,60622,1,3,1-3,12,41.903044158,-87.6792709,"(41.90304415750275, -87.67927089988581)"
1144921,216013,1,"VERNON PARK TAP L.L.C.,",TUFANO'S/VERNON PARK TAP,06/17/2020,05/31/2021,06/17/2020,1073 W VERNON PARK PL,1073,1073,W,VERNON PARK,PL,CHICAGO,IL,60607,25,25,25-25,12,41.872904375,-87.654033036,"(41.872904374521134, -87.65403303613473)"
1144922,295980,1,PETER G POULOS,MARGIES CANDIES,07/13/2020,05/31/2021,06/11/2020,1813 W MONTROSE AVE,1813,1813,W,MONTROSE,AVE,CHICAGO,IL,60613,47,37,47-37,19,41.961400692,-87.674987503,"(41.96140069226438, -87.67498750263746)"
1144923,463916,1,LHW GROUP INC.,MY PLACE,05/19/2020,05/31/2021,05/18/2020,1307 S WABASH AVE,1307,1307,S,WABASH,AVE,CHICAGO,,60605,3,39,3-39,1,41.865517449,-87.625648058,"(41.86551744937986, -87.62564805803324)"
1144930,69723,1,"ANDIES RESTAURANT, INC.",ANDIES RESTAURANT,07/17/2020,05/31/2021,06/18/2020,5253 N CLARK ST,5253,5253,N,CLARK,ST,CHICAGO,IL,60640,48,10,48-10,20,41.977779628,-87.668210332,"(41.977779627780315, -87.66821033188846)"
1144934,426678,1,"1540 N. MILWAUKEE, LLC",DSTRKT BAR & GRILL,06/04/2020,05/31/2021,06/04/2020,1540 N MILWAUKEE AVE,1540,1540,N,MILWAUKEE,AVE,CHICAGO,,60622,1,8,1-8,14,41.909420031,-87.676195083,"(41.909420030729095, -87.67619508256817)"
1144936,3993,2,"UZDAWINIS & KOBAYASHI, INC.",CAFE SELMARIE,06/11/2020,05/31/2021,06/11/2020,4729 N LINCOLN AVE,4729,4729,N,LINCOLN,AVE,CHICAGO,IL,60625,47,33,47-33,19,41.967406598,-87.687616424,"(41.96740659751604, -87.68761642361608)"
1144938,391052,1,"SHEFFIELD CHICAGO, LLC",BAR COCINA,06/25/2020,05/31/2021,06/24/2020,2901 N SHEFFIELD AVE,2901,2901,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,29,44-29,19,41.934500538,-87.653775491,"(41.93450053757158, -87.65377549058545)"
1144939,257900,1,"BLUE IGUANA-CHICAGO, INC.",THE RIVER OF CHICAGO,09/18/2020,05/31/2021,06/24/2020,2909-11 N SHEFFIELD AVE,2909,2909-11,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,29,44-29,19,41.934751362,-87.653783726,"(41.93475136249262, -87.6537837264664)"
1144943,351881,1,"HAYMARKET BREWING COMPANY, LLC",Haymarket Pub & Brewery,05/29/2020,05/31/2021,05/28/2020,737-41 W RANDOLPH ST,737,737-41,W,RANDOLPH,ST,CHICAGO,IL,60661,27,1,27-1,12,41.884299517,-87.647213323,"(41.88429951671007, -87.64721332276186)"
1144944,14987,1,UKRAINIAN VILLAGE INC,MR. BROWN'S LOUNGE,06/08/2020,05/31/2021,06/03/2020,2301 W CHICAGO AVE,2301,2301,W,CHICAGO,AVE,CHICAGO,IL,60622,1,6,1-6,12,41.895673385,-87.684515538,"(41.8956733853015, -87.68451553845719)"
1144946,383096,1,"TKS ASSOCIATES, INC.",MELI CAFE ON DEARBORN,07/07/2020,05/31/2021,06/30/2020,500 S DEARBORN ST,500,500,S,DEARBORN,ST,CHICAGO,IL,60605,4,49,4-49,1,41.87556911,-87.629383226,"(41.87556910960446, -87.62938322586831)"
1144949,361059,2,THE BURGER PHILOSOPHY LLC,LITTLE BAD WOLF,06/01/2020,05/31/2021,06/01/2020,1541 W BRYN MAWR AVE,1541,1541,W,BRYN MAWR,AVE,CHICAGO,IL,60660,40,42,40-42,20,41.983377202,-87.66910121,"(41.98337720201868, -87.66910121024421)"
1144950,65004,62,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH SHOP,11/04/2020,05/31/2021,10/15/2020,1018 S CANAL ST,1018,1018,S,CANAL,ST,CHICAGO,IL,60607,25,28,25-28,1,41.869137223,-87.639401747,"(41.869137222550215, -87.63940174679801)"
1144951,404524,1,"STAN'S DONUTS BROADWAY ST., LLC",STAN'S DONUTS & COFFEE,05/29/2020,05/31/2021,05/28/2020,3300 N BROADWAY,3300,3300,N,BROADWAY,,CHICAGO,IL,60657,44,37,44-37,19,41.941883022,-87.644605003,"(41.94188302202727, -87.64460500300291)"
1144952,426226,1,Sputnik Coffee Company,Sputnik Coffee Company,07/27/2020,05/31/2021,07/06/2020,2057 W 51ST ST,2057,2057,W,51ST,ST,CHICAGO,,60609,16,7,16-7,9,41.801095035,-87.676795028,"(41.80109503476683, -87.67679502787809)"
1144953,8020,1,"MUSES FOOD & LIQUOR, INC.",9 MUSES BAR & GRILL,07/07/2020,05/31/2021,06/30/2020,315 S HALSTED ST,315,315,S,HALSTED,ST,CHICAGO,IL,60661,27,58,27-58,12,41.877346048,-87.647075981,"(41.877346048439314, -87.64707598114904)"
1144954,269560,1,"4359-61 N. MILWAUKEE, INC.",HOPS AND BARLEY,06/17/2020,05/31/2021,06/15/2020,4359-61 N MILWAUKEE AVE,4359,4359-61,N,MILWAUKEE,AVE,CHICAGO,IL,60641,45,26,45-26,16,41.960360187,-87.754066274,"(41.96036018734975, -87.75406627395743)"
1144955,15161,1,"NITE CAP, INC.",FOUNDATION BAR AND GRILL,06/23/2020,05/31/2021,06/18/2020,5007-5009 W IRVING PARK RD,5007,5007-5009,W,IRVING PARK,RD,CHICAGO,,60641,45,10,45-10,16,41.9532425,-87.752531985,"(41.95324249980824, -87.75253198482571)"
1144956,18886,1,"DU FLO, INC.",FLO,06/01/2020,05/31/2021,05/30/2020,1434 W CHICAGO AVE,1434,1434,W,CHICAGO,AVE,CHICAGO,IL,,1,32,1-32,12,41.896237318,-87.663806719,"(41.89623731823958, -87.66380671932018)"
1144957,406709,1,"613 NORTH WELLS STREET LICENSE, LLC",MASON/BLIND DRAGON,08/19/2020,05/31/2021,05/28/2020,611-613 N WELLS ST,611,611-613,N,WELLS,ST,CHICAGO,,60654,42,39,42-39,18,41.892790447,-87.633953583,"(41.89279044658767, -87.63395358331424)"
1144959,404480,1,"CH FOOD & DRINK, INC.",THE STOPALONG,06/23/2020,05/31/2021,06/23/2020,1812 N MILWAUKEE AVE,1812,1812,N,MILWAUKEE,AVE,CHICAGO,,60647,32,6,32-6,14,41.914261446,-87.683686046,"(41.914261446310334, -87.68368604555803)"
1144960,270714,1,5077 KIKO MEAT MARKET INC.,5077 KIKO MEAT MARKET,07/16/2020,05/31/2021,07/07/2020,5077 N LINCOLN AVE,5077,5077,N,LINCOLN,AVE,CHICAGO,IL,60625,40,14,40-14,20,41.973871588,-87.691789838,"(41.97387158789304, -87.69178983828716)"
1144963,21010,1,"KITSCH'N ON ROSCOE, INC.",KITSCH'N ON ROSCOE,07/15/2020,05/31/2021,07/14/2020,2005 W ROSCOE ST,2005,2005,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943104564,-87.678678852,"(41.94310456354472, -87.67867885196078)"
1144964,282836,1,VOLO RESTAURANT LLC,VOLO RESTAURANT,07/15/2020,05/31/2021,07/14/2020,2008 W ROSCOE ST,2008,2008,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943322631,-87.678849097,"(41.94332263059663, -87.67884909733532)"
1144981,427930,3,"LOOP NUTRITION, INC.",TURKITCH,10/08/2020,05/31/2021,07/06/2020,565 W DIVERSEY PKWY,565,565,W,DIVERSEY,PKWY,CHICAGO,,60614,43,13,43-13,19,41.932717361,-87.643563904,"(41.93271736139288, -87.64356390436757)"
1144982,417130,1,"STAN'S DONUTS MILLENNIUM PARK, LLC",STAN'S DONUTS AND COFFEE,05/29/2020,05/31/2021,05/28/2020,181 N MICHIGAN AVE,181,181,N,MICHIGAN,AVE,CHICAGO,,60601,42,42,42-42,1,41.885259778,-87.624341061,"(41.88525977774419, -87.62434106061787)"
1144983,354309,1,"THE RED LION LINCOLN SQUARE, LLC",THE RED LION LINCOLN SQUARE,07/31/2020,05/31/2021,07/13/2020,4749-4753 N ROCKWELL ST,4749,4749-4753,N,ROCKWELL,ST,CHICAGO,IL,,40,40,40-40,19,41.968154221,-87.693638126,"(41.96815422075822, -87.69363812631346)"
1144984,427170,1,6322 INC.,THE PIZZA CORNER,08/07/2020,05/31/2021,06/11/2020,6322 N BROADWAY,6322,6322,N,BROADWAY,,CHICAGO,,60660,48,45,48-45,24,41.997080653,-87.660616494,"(41.99708065301259, -87.66061649418074)"
1144985,3642,1,"IL VICINATO, INC.",IL VICINATO INC,09/18/2020,05/31/2021,07/31/2020,2435 S WESTERN AVE,2435,2435,S,WESTERN,AVE,CHICAGO,IL,60608,25,5,25-5,10,41.847385063,-87.685363435,"(41.847385062646644, -87.68536343468041)"
1144986,82023,1,"KINZIE CHOPHOUSE, L.L.C.",KINZIE ST. CHOP HOUSE,09/02/2020,05/31/2021,06/11/2020,400 N WELLS ST,400,400,N,WELLS,ST,CHICAGO,IL,60610,42,14,42-14,18,41.889198022,-87.634157297,"(41.889198021770845, -87.63415729667513)"
1144988,10678,1,D C HENNING INC,BLACK SHEEP,06/18/2020,05/31/2021,06/18/2020,2535-37 W PETERSON AVE,2535,2535-37,W,PETERSON,AVE,CHICAGO,IL,60659,40,15,40-15,20,41.990365689,-87.6935329,"(41.9903656885798, -87.69353289993734)"
1144989,6501,1,HAWKEYE'S BAR & GRILL INC,HAWKEYE'S BAR & GRILL INC,06/03/2020,05/31/2021,05/29/2020,1458 W TAYLOR ST,1458,1458,W,TAYLOR,ST,CHICAGO,IL,,28,26,28-26,12,41.869411103,-87.664017834,"(41.869411103369174, -87.66401783425155)"
1144992,390382,1,BAR TAKITO LLC,BAR TAKITO,12/23/2020,05/31/2021,06/17/2020,952 W LAKE ST,952,952,W,LAKE,ST,CHICAGO,IL,60607,27,57,27-57,12,41.885699219,-87.651843831,"(41.88569921913806, -87.65184383069963)"
1144993,322099,1,1721 W. DIVISION CORP.,Mama Delia & Bordel,07/10/2020,05/31/2021,05/30/2020,1721 W DIVISION ST,1721,1721,W,DIVISION,ST,CHICAGO,IL,60622,1,47,1-47,12,41.903180986,-87.670876338,"(41.903180986329666, -87.67087633768513)"
1144998,421767,1,DOLLOP WELLS LLC,DOLLOP COFFEE CO.,07/07/2020,05/31/2021,07/07/2020,643 N WELLS ST,643,643,N,WELLS,ST,CHICAGO,,60654,42,39,42-39,18,41.893735355,-87.63397876,"(41.893735355324324, -87.63397876044762)"
